year,miles,price,brand,color_exterior,color_interior,accidents,number_of_owners
2021,62815.0,24994.0,Toyota,White,Black,1.0,2.0
2020,42221.0,30998.0,Acura,Gray,Black,1.0,1.0
2020,49318.0,23998.0,Subaru,Silver,Gray,2.0,1.0
2021,63699.0,33900.0,Ford,White,Black,0.0,1.0
2020,20556.0,30998.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,60901.0,25600.0,Mercedes-Benz,White,Gray,0.0,1.0
2020,63634.0,24888.0,Land Rover,Black,Black,0.0,1.0
2017,25561.0,18998.0,Chevrolet,Red,Black,0.0,1.0
2016,42202.0,40912.0,Porsche,Black,Black,1.0,2.0
2021,41032.0,35998.0,Ford,White,Gray,0.0,1.0
2016,85000.0,10995.0,Nissan,Blue,Black,0.0,3.0
2022,5030.0,37405.0,Audi,Black,Black,0.0,1.0
2018,44251.0,29488.0,Lexus,Gray,Black,0.0,2.0
2021,31100.0,19999.0,MINI,White,Black,1.0,1.0
2021,27030.0,34995.0,Toyota,Black,Gray,0.0,1.0
2021,17070.0,45998.0,Toyota,Gray,Gray,1.0,1.0
2013,142018.0,9998.0,Lincoln,Silver,Gray,1.0,1.0
2019,135320.0,21998.0,Ford,White,Gray,0.0,1.0
2020,25887.0,27411.0,BMW,Silver,Black,0.0,1.0
2022,10142.0,37998.0,Ford,Blue,Black,0.0,1.0
2016,65914.0,8650.0,Hyundai,Black,Gray,4.0,2.0
2024,3459.0,50491.0,Mazda,Red,White,0.0,1.0
2013,79328.0,13599.0,Volkswagen,White,Unknown,1.0,4.0
2013,124932.0,11268.0,Honda,Black,Black,2.0,5.0
2021,35788.0,27995.0,Jeep,White,Black,0.0,1.0
2021,53980.0,33998.0,Lexus,Silver,Gray,1.0,2.0
2021,21823.0,22588.0,Honda,Gray,Black,0.0,1.0
2018,63730.0,16998.0,Ford,White,Black,0.0,3.0
2014,109345.0,7949.0,Scion,White,Black,1.0,2.0
2021,32197.0,14990.0,Toyota,White,Black,0.0,1.0
2021,41380.0,19998.0,Toyota,Blue,Black,0.0,1.0
2018,63600.0,25998.0,Jeep,Black,Black,0.0,2.0
2023,5348.0,34100.0,Subaru,Green,Gray,0.0,1.0
2021,26719.0,34998.0,Jeep,Black,Black,0.0,1.0
2015,46841.0,25489.0,GMC,Gray,Black,0.0,1.0
2013,111450.0,15995.0,Ford,White,Gray,0.0,2.0
2015,59986.0,14482.0,Toyota,Black,Gray,1.0,3.0
2017,102168.0,13999.0,Land Rover,Black,Black,0.0,4.0
2017,114722.0,11995.0,Ford,White,Black,0.0,4.0
2020,58499.0,30998.0,Ram,White,Black,0.0,2.0
2019,29907.0,20457.0,Jeep,Black,Black,0.0,1.0
2021,25598.0,31991.0,Lexus,White,Red,0.0,1.0
2020,30317.0,17800.0,Chevrolet,Gray,Gray,0.0,1.0
2018,76480.0,17929.0,Toyota,White,Black,0.0,2.0
2018,30267.0,32991.0,Jaguar,Black,Black,1.0,2.0
2017,73181.0,10797.0,Nissan,White,Black,0.0,1.0
2019,54659.0,20998.0,Jeep,Black,Black,3.0,3.0
2021,29325.0,24495.0,Hyundai,Gray,Gray,0.0,1.0
2014,119943.0,4495.0,Ford,White,Unknown,0.0,3.0
2013,61283.0,19998.0,Toyota,Blue,Gray,2.0,3.0
2014,130330.0,10299.0,Honda,Black,Beige,2.0,2.0
2014,145219.0,9995.0,Toyota,Gray,Gray,2.0,3.0
2021,29187.0,39988.0,Ford,Blue,Black,0.0,1.0
2021,15685.0,21199.0,Volkswagen,Black,Black,0.0,1.0
2023,25.0,38844.0,Alfa Romeo,White,Black,0.0,1.0
2019,50720.0,23998.0,Nissan,Black,Black,1.0,2.0
2020,35608.0,38998.0,Ram,Black,Black,0.0,1.0
2020,9800.0,30696.0,BMW,Gray,Black,0.0,1.0
2016,91789.0,19998.0,Toyota,Gray,Gray,2.0,3.0
2018,93999.0,12998.0,Chevrolet,White,Gray,0.0,1.0
2020,18718.0,32986.0,Acura,Gray,Black,0.0,1.0
2014,83307.0,12498.0,Hyundai,Silver,Gray,1.0,1.0
2015,72921.0,17998.0,Toyota,Black,Black,0.0,2.0
2020,28769.0,39998.0,Jeep,White,Black,0.0,2.0
2020,107595.0,18330.0,Honda,Gray,Black,0.0,1.0
2020,50867.0,16331.0,Volkswagen,Gray,Black,0.0,1.0
2017,80884.0,17500.0,Acura,Red,Beige,0.0,1.0
2021,42749.0,22990.0,Toyota,Silver,Black,0.0,1.0
2019,102015.0,22489.0,Ford,White,Black,0.0,1.0
2023,4309.0,52881.0,Porsche,Gray,Black,0.0,1.0
2018,57849.0,31998.0,Jeep,White,Black,1.0,1.0
2021,25948.0,41152.0,Jeep,Black,Black,0.0,2.0
2014,135292.0,12999.0,Dodge,Gray,Black,0.0,2.0
2016,87333.0,14998.0,Hyundai,Brown,Beige,0.0,3.0
2020,29135.0,36225.0,Lexus,Gray,Beige,0.0,1.0
2018,20185.0,19998.0,Nissan,Silver,Black,0.0,1.0
2023,2220.0,38600.0,Subaru,White,Gray,0.0,1.0
2020,44280.0,25606.0,Ford,White,Beige,0.0,1.0
2019,38711.0,25998.0,Volkswagen,White,Black,0.0,1.0
2021,37852.0,39998.0,Toyota,Silver,Black,0.0,1.0
2021,41606.0,36485.0,Chevrolet,White,Black,0.0,1.0
2021,15539.0,23349.0,Subaru,Black,Gray,0.0,1.0
2015,67764.0,19998.0,Mercedes-Benz,White,Unknown,0.0,4.0
2023,2756.0,53888.0,Chevrolet,Gray,Black,0.0,1.0
2021,11716.0,33999.0,BMW,Blue,Black,0.0,1.0
2015,72858.0,15991.0,Toyota,Gray,Gray,0.0,1.0
2019,52902.0,34997.0,Ford,White,Gray,0.0,1.0
2018,54567.0,19900.0,Ford,Black,Black,2.0,3.0
2002,1357.0,22000.0,Ford,Yellow,Yellow,0.0,1.0
2019,76075.0,13995.0,Ford,Black,Gray,0.0,1.0
2021,36510.0,29995.0,BMW,White,Black,0.0,1.0
2019,55802.0,18998.0,Volkswagen,Silver,Black,0.0,1.0
2006,143127.0,9895.0,Dodge,Unknown,Unknown,0.0,3.0
2021,59626.0,21400.0,Toyota,White,Black,0.0,1.0
2016,108178.0,11998.0,Chrysler,Gray,Black,0.0,2.0
2021,21043.0,17941.0,Kia,Blue,Black,0.0,1.0
2021,38887.0,39991.0,Lexus,Silver,Black,1.0,1.0
2016,25253.0,29998.0,Subaru,Red,Black,0.0,3.0
2016,137779.0,9448.0,INFINITI,White,Beige,0.0,2.0
2024,3804.0,24469.0,Subaru,Blue,Black,0.0,1.0
2017,41085.0,20500.0,Mercedes-Benz,Black,Black,0.0,2.0
2023,11651.0,46888.0,BMW,Black,Black,0.0,2.0
2020,22843.0,20998.0,Hyundai,Silver,Black,0.0,2.0
2021,31903.0,27980.0,Lexus,White,Black,1.0,1.0
2017,104323.0,12494.0,Toyota,White,Black,0.0,2.0
2023,26309.0,27994.0,Toyota,Silver,Black,0.0,1.0
2018,69981.0,21998.0,Chevrolet,Gray,Black,1.0,2.0
2016,31351.0,21720.0,Lexus,Black,Black,1.0,1.0
2021,22980.0,28466.0,Acura,Gray,Black,0.0,1.0
2013,125240.0,11988.0,Dodge,Black,Gray,1.0,2.0
2023,9165.0,47908.0,Mercedes-Benz,Gray,Brown,0.0,1.0
2022,8177.0,32997.0,BMW,Black,Black,0.0,1.0
2021,44826.0,21960.0,Toyota,Gray,Black,0.0,2.0
2013,96026.0,12996.0,Chrysler,White,Black,0.0,1.0
2021,10748.0,32000.0,Acura,Silver,Black,0.0,1.0
2023,7627.0,54983.0,Porsche,White,Black,0.0,1.0
2021,21962.0,19999.0,Honda,Black,Black,0.0,1.0
2023,13787.0,65346.0,Audi,Black,Black,0.0,1.0
2018,29341.0,21488.0,Toyota,Silver,Black,0.0,1.0
2020,21188.0,27998.0,Volvo,White,Black,0.0,2.0
2021,61472.0,33900.0,Ford,Black,Black,1.0,1.0
2021,48331.0,33998.0,Chevrolet,Gray,Black,1.0,1.0
2013,113781.0,9495.0,Mazda,White,Black,3.0,1.0
2020,27983.0,50888.0,Land Rover,White,Black,0.0,2.0
2017,96774.0,17998.0,Ford,Silver,Unknown,0.0,3.0
2019,49845.0,31998.0,Ram,Gray,Black,0.0,2.0
2014,84525.0,14495.0,INFINITI,Black,Gray,0.0,1.0
2022,3900.0,42998.0,Jeep,Silver,Black,0.0,1.0
2022,42477.0,36500.0,Toyota,Silver,Gray,0.0,2.0
2022,31864.0,20998.0,Chevrolet,Black,Black,1.0,1.0
2021,23936.0,22000.0,Kia,White,Black,0.0,2.0
2014,105006.0,11261.0,BMW,Gray,Black,0.0,2.0
2021,49638.0,28998.0,Jeep,Black,Black,0.0,1.0
2019,39860.0,28998.0,Ram,Black,Black,0.0,1.0
2021,34669.0,19361.0,Kia,White,Black,0.0,1.0
2020,28857.0,22998.0,Jeep,Gray,Black,0.0,2.0
2018,76896.0,35998.0,GMC,White,Black,1.0,1.0
2020,15038.0,32072.0,Mercedes-Benz,Black,Black,0.0,1.0
2021,20382.0,46995.0,GMC,Gray,Black,0.0,1.0
2023,5183.0,54983.0,Porsche,Red,Black,0.0,1.0
2016,52912.0,17998.0,Honda,Black,Black,0.0,2.0
2020,40282.0,38998.0,Ford,Gray,Black,0.0,3.0
2020,25563.0,25965.0,BMW,Black,Black,0.0,1.0
2020,43990.0,19998.0,Volkswagen,Gray,Black,1.0,1.0
2022,5165.0,25998.0,Nissan,White,Black,0.0,1.0
2019,83063.0,17963.0,Volkswagen,Red,Beige,0.0,1.0
2019,59269.0,38998.0,Ford,White,Gray,0.0,1.0
2023,14724.0,70000.0,Chevrolet,Black,Black,0.0,1.0
2020,46300.0,22000.0,Mercedes-Benz,Black,Black,1.0,2.0
2020,36667.0,31998.0,Jeep,Blue,Black,0.0,1.0
2004,90679.0,10900.0,Ford,White,Gray,0.0,1.0
2021,43421.0,21837.0,Mazda,Black,Black,0.0,1.0
2020,45457.0,28263.0,Toyota,White,Gray,0.0,1.0
2022,37960.0,20998.0,Chevrolet,White,Black,0.0,1.0
2022,17582.0,22888.0,Chevrolet,Black,Black,0.0,1.0
2021,38424.0,28994.0,BMW,Blue,Brown,1.0,1.0
2020,20820.0,41998.0,Ram,Black,Black,0.0,1.0
2020,32255.0,29998.0,Acura,Black,Unknown,0.0,2.0
2021,19205.0,38998.0,Lexus,Black,Unknown,2.0,1.0
2019,20223.0,34998.0,Ram,White,Black,0.0,1.0
2020,26130.0,22998.0,Volkswagen,Black,Gray,0.0,1.0
2022,29182.0,19998.0,Nissan,Gray,Black,1.0,2.0
2020,34328.0,30998.0,Ford,Blue,Black,0.0,1.0
2017,95696.0,11995.0,Nissan,White,Black,0.0,2.0
2020,27839.0,27998.0,Volkswagen,Gray,Black,0.0,1.0
2015,103609.0,31995.0,Ford,Gray,Black,0.0,4.0
2022,26521.0,28468.0,Ford,Gray,Black,0.0,1.0
2021,29540.0,19500.0,Volkswagen,Black,Gray,0.0,1.0
2015,150105.0,8495.0,Honda,Gray,Black,2.0,1.0
2020,24655.0,29998.0,BMW,Black,Beige,0.0,1.0
2013,98601.0,8995.0,Ford,Silver,Unknown,2.0,3.0
2009,120694.0,9495.0,Mercedes-Benz,Black,Black,1.0,3.0
2022,27894.0,29999.0,Mercedes-Benz,Gray,Gray,0.0,2.0
2021,50220.0,22992.0,Honda,Gray,Unknown,0.0,1.0
2021,26510.0,24135.0,Honda,White,Black,0.0,1.0
